car_id,year,complaint_id,image_id,audio_id
88325,2019,57135.0,26334.0,
88339,2007,155890.0,29314.0,
88345,2019,144896.0,30100.0,
88357,2007,35391.0,25767.0,
88381,2001,35360.0,20382.0,
88382,2022,73681.0,27495.0,
88385,2006,70786.0,29519.0,
88428,2009,78655.0,19183.0,
88450,2012,8193.0,23855.0,
88469,2016,57606.0,20620.0,
88506,2020,7926.0,26905.0,
88516,2017,156124.0,27931.0,
88534,2015,108878.0,22025.0,
88548,2017,151658.0,25613.0,
88557,2022,155983.0,24348.0,
88568,2011,80001.0,29576.0,
88575,2001,144672.0,21849.0,
88577,2015,57597.0,26209.0,
88578,2001,67252.0,6861.0,
88598,2003,139954.0,21161.0,
88604,2011,156031.0,19929.0,
88609,2000,155960.0,27174.0,
88648,2016,140161.0,28270.0,
88712,2008,35616.0,20769.0,
88745,2019,144470.0,17782.0,
88751,2000,73593.0,30007.0,
88763,2008,66471.0,21178.0,
88765,2021,143569.0,21683.0,
88766,2022,79848.0,24901.0,
88770,2005,35175.0,,126.0
88789,2015,57451.0,26989.0,
88792,2016,6560.0,25223.0,
88805,2021,62581.0,25193.0,
88814,2025,155877.0,28950.0,
88838,2025,78950.0,25466.0,
88859,2025,133380.0,21072.0,
88861,2019,106321.0,28790.0,
88865,2021,108836.0,29893.0,
88871,2008,78135.0,21467.0,
88875,2010,149772.0,25210.0,
88880,2001,149417.0,21486.0,
88892,2002,155952.0,23942.0,
88909,2020,149450.0,24094.0,
88913,2006,79853.0,21716.0,
88914,2000,151250.0,28582.0,
88934,2007,66883.0,18654.0,
88940,2011,107579.0,25349.0,
88981,2015,149.0,23531.0,
88994,2018,70700.0,19799.0,
89015,2001,109107.0,29023.0,
89020,2000,144461.0,24302.0,
89027,2025,108823.0,16641.0,
89090,2008,108900.0,23620.0,
89132,2011,119956.0,22413.0,
89147,2017,66403.0,16752.0,
89155,2023,149276.0,16497.0,
89217,2009,35633.0,29059.0,
89253,2020,6208.0,26918.0,
89285,2013,70370.0,,1268.0
89298,2003,6244.0,16566.0,
89305,2024,63590.0,28148.0,
89309,2020,143482.0,18711.0,
89317,2018,70718.0,27853.0,
89323,2007,78813.0,18123.0,
89332,2017,62603.0,17240.0,
89353,2006,78743.0,27697.0,
89385,2022,140221.0,22113.0,
89392,2024,151388.0,23726.0,
89403,2020,155609.0,24275.0,
89409,2011,140458.0,29034.0,
89416,2014,140412.0,22501.0,
89421,2011,105952.0,18061.0,
89427,2000,155723.0,27248.0,
89428,2001,8168.0,21113.0,
89479,2009,79047.0,28516.0,
89492,2003,8156.0,25052.0,
89503,2004,78110.0,24665.0,
89531,2005,144774.0,25830.0,
89551,2005,70883.0,26447.0,
89555,2004,8128.0,21784.0,
89563,2004,70531.0,17125.0,
89583,2010,133604.0,26987.0,
89616,2022,78717.0,29918.0,
89664,2001,149455.0,17055.0,
89665,2000,35642.0,29195.0,
89685,2020,57094.0,21453.0,
89706,2018,62760.0,20237.0,
89717,2003,57507.0,28631.0,
89724,2014,,15.0,929.0
89826,2023,275.0,21613.0,
89856,2000,8094.0,18615.0,
89868,2001,66447.0,18919.0,
89889,2017,78894.0,21433.0,
89911,2011,73986.0,29838.0,
89927,2015,107796.0,29279.0,
89946,2007,151249.0,20975.0,
89956,2017,78652.0,29288.0,
89998,2016,143463.0,27191.0,
90000,2004,109201.0,29876.0,
90005,2002,78590.0,,768.0
90006,2019,149408.0,24273.0,
90017,2008,78064.0,27529.0,
90042,2025,107946.0,24721.0,
90047,2009,109146.0,22027.0,
90065,2025,151677.0,26050.0,
90075,2006,70760.0,17259.0,
90090,2007,6224.0,16390.0,
90101,2022,108038.0,30038.0,
90107,2018,35548.0,29626.0,
90113,2019,6551.0,21066.0,
90137,2013,66502.0,19795.0,
90167,2019,78683.0,17202.0,
90193,2002,133301.0,29418.0,
90229,2025,79682.0,25016.0,
90238,2006,8583.0,5552.0,
90245,2008,106061.0,17611.0,
90284,2001,133536.0,29178.0,
90302,2005,144543.0,24206.0,
90331,2012,70445.0,26120.0,
90341,2023,120349.0,26101.0,
90379,2013,35566.0,20350.0,
90381,2000,66427.0,21349.0,
90385,2013,155492.0,16918.0,
90411,2006,78467.0,28401.0,
90455,2021,66454.0,24548.0,
90457,2016,143564.0,20954.0,
90459,2007,149753.0,18708.0,
90468,2004,73954.0,22040.0,
90498,2016,149388.0,23354.0,
90533,2004,151407.0,22673.0,
90556,2002,120025.0,26762.0,
90597,2008,401.0,21255.0,
90598,2015,6611.0,28317.0,
90624,2012,143151.0,17468.0,
90637,2008,144721.0,24606.0,
90657,2008,70699.0,25742.0,
90662,2017,57078.0,27553.0,
90689,2018,143035.0,18718.0,
90713,2013,35557.0,16652.0,
90715,2016,35510.0,26564.0,
90726,2015,908.0,7383.0,
90781,2015,151716.0,28363.0,
90786,2006,155718.0,19025.0,
90790,2017,106121.0,27153.0,
90801,2005,106192.0,22849.0,
90808,2014,73747.0,18277.0,
90897,2010,152.0,25689.0,
90899,2006,119944.0,17542.0,
90930,2007,63011.0,175.0,46.0
90957,2019,73782.0,25238.0,
90961,2021,151107.0,17373.0,
90997,2023,108755.0,18271.0,
91016,2004,62958.0,28983.0,
91030,2018,120204.0,25631.0,
91037,2023,140121.0,16820.0,
91112,2010,143218.0,29058.0,
91143,2010,78046.0,20313.0,
91162,2018,143345.0,19605.0,
91173,2015,155496.0,18140.0,
91184,2003,70638.0,19903.0,
91196,2009,144832.0,24119.0,
91210,2017,151588.0,24084.0,
91212,2018,63130.0,18144.0,
91214,2020,79418.0,,1370.0
91249,2014,70394.0,16413.0,
91296,2013,120289.0,29460.0,
91311,2003,66400.0,18825.0,
91337,2023,107827.0,23614.0,
91374,2016,6405.0,27951.0,
91385,2004,120335.0,27442.0,
91410,2015,77947.0,25647.0,
91419,2000,79116.0,27907.0,
91427,2002,143442.0,26466.0,
91431,2020,139796.0,,669.0
91443,2007,35448.0,24692.0,
91452,2023,77797.0,,594.0
91484,2021,79779.0,19242.0,
91489,2008,78667.0,27263.0,
91504,2019,149371.0,21777.0,
91525,2019,70428.0,17752.0,
91529,2016,79479.0,316.0,1372.0
91532,2013,78319.0,27716.0,
91537,2023,127.0,27643.0,
91545,2018,77836.0,16829.0,
91557,2019,62625.0,22644.0,
91568,2014,106388.0,23311.0,
91574,2003,144634.0,20506.0,
91578,2004,63366.0,23068.0,
91617,2015,156621.0,11612.0,
91620,2021,156144.0,28898.0,
91650,2022,35152.0,109.0,1038.0
91658,2001,66743.0,17044.0,
91674,2017,151583.0,18450.0,
91690,2018,79550.0,19593.0,
91709,2008,8366.0,20014.0,
91711,2011,107917.0,18438.0,
91722,2012,119685.0,23.0,1332.0
91736,2011,79549.0,17697.0,
91751,2007,73704.0,22678.0,
91773,2019,144341.0,39.0,278.0
91859,2000,108542.0,,641.0
91866,2025,74073.0,25148.0,
91907,2009,79465.0,,1003.0
91913,2002,108560.0,21773.0,
91917,2025,8061.0,19570.0,
91927,2005,8046.0,29717.0,
91941,2007,6322.0,18493.0,
91966,2021,79970.0,27135.0,
91967,2014,70947.0,26207.0,
91974,2009,35218.0,,140.0
91985,2015,109183.0,27979.0,
91995,2022,78911.0,19334.0,
92004,2005,107809.0,24015.0,
92015,2025,151706.0,27799.0,
92045,2021,8085.0,21764.0,
92049,2003,79982.0,29546.0,
92050,2021,35746.0,23207.0,
92076,2008,133411.0,23722.0,
92088,2009,139961.0,24805.0,
92121,2014,79835.0,22721.0,
92131,2011,6815.0,27324.0,
92137,2018,107657.0,20055.0,
92185,2003,120133.0,24068.0,
92225,2023,6202.0,207.0,313.0
92234,2000,8298.0,29871.0,
92239,2003,133495.0,17137.0,
92240,2007,36230.0,8778.0,
92258,2001,86.0,19715.0,
92276,2003,67029.0,26556.0,
92281,2005,133772.0,23005.0,
92291,2011,155731.0,26815.0,
92312,2005,57387.0,22289.0,
92348,2000,106049.0,18734.0,
92364,2006,62803.0,22433.0,
92382,2015,105954.0,19168.0,
92400,2023,8472.0,28899.0,
92421,2021,8134.0,21843.0,
92472,2011,107941.0,18598.0,
92492,2003,7788.0,16927.0,
92509,2003,119994.0,25234.0,
92529,2004,107566.0,20776.0,
92536,2009,133126.0,16902.0,578.0
92560,2007,79769.0,22296.0,
92566,2009,106233.0,22172.0,
92578,2011,144429.0,19712.0,
92597,2001,144630.0,29432.0,
92621,2001,8867.0,11093.0,
92625,2025,120047.0,28037.0,
92664,2011,570.0,19502.0,
92698,2017,151547.0,28739.0,
92710,2013,66889.0,24335.0,
92780,2013,7750.0,,1336.0
92836,2010,78122.0,16960.0,
92837,2017,133391.0,28111.0,
92844,2019,108745.0,22980.0,
92852,2005,62824.0,23317.0,
92859,2016,7873.0,21973.0,
92871,2007,66525.0,21225.0,
92920,2013,35333.0,19582.0,
92924,2013,143322.0,21525.0,
92952,2022,120318.0,27243.0,
92971,2015,70980.0,22348.0,
92979,2023,106125.0,27903.0,
92988,2000,6631.0,25954.0,
92998,2016,106541.0,30062.0,
93000,2011,35191.0,,146.0
93004,2007,133289.0,18153.0,
93057,2000,9090.0,15597.0,
93109,2014,66981.0,27749.0,
93123,2025,143443.0,18359.0,
93137,2006,144395.0,18836.0,
93161,2011,35478.0,18348.0,
93187,2017,6289.0,22051.0,
93199,2012,120257.0,27311.0,
93231,2021,79644.0,19967.0,
93249,2003,565.0,29414.0,
93297,2007,78139.0,21873.0,
93310,2020,151235.0,18121.0,
93389,2025,107445.0,69.0,299.0
93428,2015,35159.0,,138.0
93435,2006,73547.0,,1219.0
93446,2012,133418.0,20351.0,
93452,2003,66613.0,29628.0,
93455,2003,139918.0,19436.0,
93456,2004,108918.0,28987.0,
93462,2010,73900.0,23389.0,
93489,2021,149622.0,29177.0,
93505,2021,35702.0,25673.0,
93511,2011,139901.0,17674.0,
93522,2014,62748.0,19735.0,
93574,2016,133459.0,24268.0,
93610,2003,151545.0,25558.0,
93624,2005,62795.0,23967.0,
93629,2024,8261.0,29202.0,
93635,2024,80021.0,24062.0,
93652,2019,143304.0,16810.0,
93673,2024,108865.0,22538.0,
93687,2021,35852.0,26939.0,
93722,2018,7670.0,191.0,84.0
93729,2009,66612.0,18387.0,
93769,2006,79912.0,17177.0,
93811,2013,144859.0,24798.0,
93873,2025,108895.0,23139.0,
93878,2016,105915.0,366.0,286.0
93893,2013,73546.0,,606.0
93902,2013,108634.0,20785.0,
93904,2008,140341.0,29252.0,
93906,2019,150431.0,14069.0,
93908,2024,151198.0,17179.0,
93996,2000,133563.0,23054.0,
94021,2007,6615.0,21013.0,
94032,2012,35648.0,20286.0,
94039,2016,144611.0,27504.0,
94044,2025,151408.0,22677.0,
94067,2017,70362.0,,123.0
94102,2002,108771.0,21407.0,
94125,2017,106561.0,28216.0,
94139,2023,133436.0,19766.0,
94157,2013,63412.0,26555.0,
94163,2017,143260.0,21302.0,
94167,2019,106123.0,25798.0,
94186,2024,133614.0,29516.0,
94189,2024,106507.0,20931.0,
94202,2008,78205.0,17283.0,
94209,2015,73698.0,20579.0,
94224,2017,77958.0,27262.0,
94226,2002,108613.0,18750.0,
94288,2000,57648.0,22575.0,
94290,2023,77878.0,18052.0,
94309,2023,78356.0,30024.0,
94310,2018,8014.0,29315.0,
94335,2009,15.0,16223.0,545.0
94338,2008,79388.0,22.0,964.0
94363,2019,63235.0,19521.0,
94474,2022,35561.0,22064.0,
94545,2008,106249.0,22838.0,
94550,2021,57099.0,17775.0,
94614,2021,35235.0,,1206.0
94625,2009,107516.0,22703.0,
94634,2022,63224.0,19788.0,
94639,2016,133225.0,25790.0,
94649,2000,149719.0,24029.0,
94697,2016,79983.0,22787.0,
94735,2012,66410.0,16567.0,
94806,2007,62500.0,16282.0,
94844,2002,107791.0,24225.0,
94874,2021,70347.0,,164.0
94898,2021,62578.0,24445.0,
94902,2004,151118.0,16528.0,
94936,2011,119761.0,308.0,954.0
94957,2004,63641.0,28052.0,
94991,2010,107501.0,17208.0,
95001,2000,6602.0,21513.0,
95017,2017,149820.0,20183.0,
95026,2001,35406.0,27469.0,
95065,2021,155780.0,18764.0,
95077,2008,6823.0,27728.0,
95082,2015,107948.0,24736.0,
95097,2018,149911.0,28504.0,
95113,2008,7598.0,,1026.0
95118,2017,57093.0,16313.0,
95142,2008,78436.0,23415.0,
95164,2015,113.0,19203.0,
95171,2015,108620.0,23259.0,
95186,2001,6745.0,19410.0,
95210,2023,106062.0,27379.0,
95236,2022,133358.0,17762.0,
95240,2003,6909.0,29038.0,
95280,2005,106334.0,26314.0,
95296,2021,78771.0,29083.0,
95317,2008,7694.0,226.0,1348.0
95342,2025,70762.0,17265.0,
95346,2022,140455.0,28888.0,
95349,2010,78163.0,29090.0,
95387,2008,149441.0,17733.0,
95479,2008,139864.0,21772.0,
95481,2003,78117.0,22359.0,
95485,2025,107813.0,25058.0,
95490,2019,144838.0,23681.0,
95517,2022,8289.0,28941.0,
95532,2009,8285.0,28946.0,
95578,2013,57213.0,16460.0,
95624,2018,149318.0,16724.0,
95638,2007,151603.0,29772.0,
95649,2021,144637.0,16775.0,
95654,2004,119933.0,21035.0,
95665,2021,78749.0,16727.0,
95672,2011,66510.0,21852.0,
95688,2001,143360.0,23085.0,
95735,2025,107678.0,29997.0,
95777,2018,149681.0,29702.0,
95788,2012,79507.0,,1169.0
95792,2007,66745.0,27470.0,
95796,2022,106250.0,19333.0,
95799,2004,70988.0,29686.0,
95803,2007,71002.0,24568.0,
95815,2014,151626.0,19202.0,
95827,2005,79815.0,21289.0,
95844,2013,78615.0,17751.0,
95846,2001,151170.0,18217.0,
95881,2008,66535.0,24466.0,
95886,2012,149816.0,28524.0,
95955,2017,78476.0,28843.0,
95991,2010,66593.0,19738.0,
96045,2004,151653.0,19835.0,
96150,2010,144532.0,25207.0,
96171,2012,133735.0,28170.0,
96179,2001,133746.0,22312.0,
96193,2001,6496.0,29647.0,
96203,2016,107586.0,25189.0,
96204,2009,156087.0,29220.0,
96207,2003,151539.0,26597.0,
96237,2016,57127.0,28651.0,
96238,2011,6217.0,19326.0,
96292,2014,7954.0,23910.0,
96346,2021,66637.0,21865.0,
96347,2022,7693.0,224.0,1338.0
96442,2007,143290.0,21848.0,
96443,2018,155802.0,26973.0,
96469,2018,107839.0,21485.0,
96470,2002,139793.0,16246.0,377.0
96506,2017,133663.0,26826.0,
96523,2009,140027.0,26523.0,
96543,2001,143311.0,18905.0,
96550,2014,62614.0,17549.0,
96556,2020,120240.0,17353.0,
96596,2020,66641.0,28791.0,
96632,2011,139827.0,,207.0
96665,2022,57300.0,27589.0,
96704,2004,74149.0,27374.0,
96762,2021,131.0,29617.0,
96796,2000,35271.0,19030.0,
96799,2019,119802.0,30108.0,
96834,2014,119978.0,24311.0,
96857,2013,78234.0,25468.0,
96861,2009,120390.0,28886.0,
96872,2008,70798.0,26719.0,
96885,2011,78600.0,18231.0,
96943,2011,133461.0,20691.0,
96944,2004,107512.0,29229.0,
97010,2023,79104.0,29057.0,
97015,2020,120310.0,23441.0,
97025,2002,79763.0,20148.0,
97036,2000,66857.0,26871.0,
97065,2023,121133.0,15324.0,
97077,2007,66872.0,23807.0,
97086,2024,70612.0,19824.0,
97103,2020,139919.0,23405.0,
97105,2011,149893.0,23835.0,
97122,2020,63608.0,22675.0,
97131,2011,66970.0,29811.0,
97136,2002,78662.0,20380.0,
97175,2012,35777.0,24055.0,
97188,2013,120397.0,26219.0,
97190,2005,56.0,26840.0,
97199,2021,107581.0,22656.0,
97202,2025,151549.0,28964.0,
97250,2009,151440.0,19461.0,
97270,2022,603.0,26071.0,
97307,2022,78631.0,16615.0,
97313,2004,119906.0,22583.0,
97332,2022,70490.0,22554.0,
97337,2015,62655.0,17148.0,
97355,2011,109209.0,2630.0,
97373,2003,62728.0,19302.0,
97379,2011,73845.0,18845.0,
97389,2022,57385.0,26774.0,
97398,2002,107728.0,23723.0,
97409,2014,133454.0,19290.0,
97414,2024,107733.0,21837.0,
97421,2011,80047.0,28567.0,
97432,2011,78170.0,23092.0,
97435,2010,144622.0,21429.0,
97445,2018,8337.0,19441.0,
97450,2008,70730.0,21191.0,
97470,2024,144617.0,20076.0,
97489,2019,79695.0,25034.0,
97491,2003,133427.0,16822.0,
97507,2005,66850.0,26308.0,
97513,2018,35679.0,26509.0,
97517,2013,140044.0,20384.0,
97564,2017,133382.0,29346.0,
97574,2005,144945.0,21732.0,
97582,2002,151726.0,28662.0,
97606,2003,79733.0,18219.0,
97620,2008,109150.0,22353.0,
97623,2025,149652.0,20809.0,
97625,2021,78260.0,26060.0,
97633,2018,140366.0,25878.0,
97637,2012,35440.0,23321.0,
97650,2003,119829.0,19041.0,
97654,2005,151119.0,17804.0,
97658,2011,108710.0,18013.0,
97689,2019,6545.0,27709.0,
97695,2025,78574.0,33.0,323.0
97711,2023,108945.0,20777.0,
97724,2017,119827.0,17531.0,
97734,2018,40.0,25138.0,
97761,2015,63123.0,27204.0,
97790,2025,149705.0,23584.0,
97829,2012,92.0,24623.0,
97874,2002,108133.0,29434.0,
97899,2000,78248.0,17895.0,
97926,2025,78092.0,20250.0,
97933,2002,149472.0,23456.0,
97943,2014,108886.0,27170.0,
97957,2008,79176.0,22514.0,
97964,2007,66580.0,23943.0,
97996,2011,143237.0,21698.0,
98000,2021,133120.0,,1177.0
98048,2002,70628.0,26251.0,
98076,2022,7965.0,24330.0,
98094,2009,140273.0,18240.0,
98105,2003,57491.0,28021.0,
98108,2003,144364.0,298.0,268.0
98110,2017,266.0,25203.0,
98131,2012,1035.0,10036.0,
98137,2021,151110.0,21529.0,
98152,2005,133432.0,18903.0,
98195,2010,6885.0,26944.0,
98204,2012,66803.0,20869.0,
98207,2014,108020.0,28522.0,
98212,2006,57264.0,18762.0,
98283,2016,8236.0,23008.0,
98332,2010,70705.0,21839.0,
98334,2013,109058.0,19451.0,
98335,2019,63255.0,18972.0,
98336,2002,151676.0,28590.0,
98350,2011,189.0,20685.0,
98356,2010,144565.0,28203.0,
98359,2002,70609.0,18635.0,
98414,2002,35258.0,16838.0,
98436,2011,7773.0,,1261.0
98451,2013,78359.0,30067.0,
98483,2007,119846.0,17758.0,
98484,2013,70828.0,22854.0,
98496,2017,73507.0,42.0,47.0
98514,2005,285.0,19323.0,
98583,2003,,58.0,867.0
98594,2023,149398.0,20572.0,
98596,2002,143228.0,20231.0,
98611,2010,119882.0,24828.0,
98622,2018,151200.0,25379.0,
98634,2015,78034.0,25817.0,
98669,2024,66527.0,29890.0,
98673,2013,73640.0,20369.0,
98675,2000,143137.0,24093.0,
98681,2009,156112.0,24553.0,
98749,2012,57655.0,22995.0,
98760,2002,70554.0,18176.0,
98786,2003,133645.0,25147.0,
98793,2018,151719.0,28506.0,
98806,2017,57277.0,20637.0,
98839,2016,140130.0,21281.0,
98851,2001,57057.0,23793.0,
98852,2014,108787.0,20635.0,
98854,2012,,233.0,868.0
98872,2016,70345.0,,177.0
98897,2004,66880.0,18630.0,
98898,2006,341.0,20734.0,
98904,2004,7868.0,27489.0,
98930,2014,63563.0,26148.0,
98950,2014,74130.0,26179.0,
98952,2003,151403.0,24392.0,
99007,2001,57392.0,23122.0,
99013,2018,35919.0,28423.0,
99029,2008,57002.0,,1263.0
99070,2023,6324.0,18959.0,
99124,2000,66544.0,17402.0,
99145,2025,144988.0,28072.0,
99178,2002,57250.0,18395.0,
99198,2001,57476.0,26768.0,
99208,2009,73650.0,23555.0,
99224,2018,155990.0,18892.0,
99240,2011,62955.0,23985.0,
99253,2015,79717.0,17194.0,
99256,2022,7751.0,331.0,976.0
99304,2004,70701.0,19828.0,
99310,2009,151697.0,29979.0,
99319,2018,70754.0,24599.0,
99322,2014,107595.0,22664.0,
99348,2000,6884.0,26942.0,
99352,2016,105964.0,21291.0,
99375,2004,66912.0,19358.0,
99447,2008,120295.0,23703.0,
99486,2025,108857.0,22235.0,
99499,2021,78658.0,18800.0,
99520,2000,63177.0,25342.0,
99562,2004,35513.0,18978.0,
99602,2022,57025.0,,715.0
99680,2005,77857.0,18512.0,
99692,2014,144467.0,25087.0,
99712,2016,77968.0,16396.0,
99771,2016,108768.0,16514.0,
99913,2008,155855.0,17195.0,
99927,2011,6280.0,21459.0,
99982,2009,70811.0,29007.0,
99999,2025,133757.0,22420.0,
100004,2023,105922.0,16673.0,
100012,2020,143034.0,16518.0,
100020,2009,108147.0,2735.0,
100063,2013,,105.0,911.0
100068,2013,107960.0,19174.0,
100069,2005,109090.0,25822.0,
100085,2000,133469.0,17067.0,
100121,2001,57332.0,29801.0,
100154,2019,140151.0,19460.0,
100156,2017,8138.0,22778.0,
100203,2009,78378.0,26146.0,
100207,2013,133785.0,24615.0,
100234,2016,,66.0,924.0
100237,2011,57014.0,,667.0
100246,2020,120162.0,20327.0,
100265,2019,143200.0,20827.0,
100275,2017,77894.0,26865.0,
100285,2007,155974.0,30076.0,
100290,2012,149798.0,19846.0,
100291,2013,133640.0,24822.0,
100292,2019,35167.0,152.0,1334.0
100307,2012,35997.0,3706.0,
100318,2007,74186.0,29779.0,
100325,2011,77843.0,17438.0,
100338,2023,151331.0,21612.0,
100347,2010,144863.0,27773.0,
100362,2015,79464.0,,1330.0
100447,2010,120221.0,17236.0,
100513,2006,57324.0,23672.0,
100526,2017,70702.0,26011.0,
100592,2024,70504.0,26980.0,
100600,2024,70940.0,20175.0,
100610,2006,78925.0,22619.0,
100622,2006,35739.0,23702.0,
100648,2016,74388.0,5977.0,
100649,2008,7981.0,26141.0,
100729,2008,63191.0,26440.0,
100733,2020,108854.0,21015.0,
100770,2010,144731.0,25638.0,
100826,2004,107778.0,21093.0,
100837,2013,108937.0,23710.0,
100842,2002,35469.0,20673.0,
100853,2005,144692.0,19565.0,
100866,2002,143023.0,16628.0,
100908,2012,74233.0,29186.0,
100916,2019,66983.0,21562.0,
100932,2012,63163.0,26587.0,
100986,2021,6497.0,29648.0,
101006,2019,107773.0,19596.0,
101028,2021,151710.0,21639.0,
101058,2011,7691.0,222.0,983.0
101082,2006,79002.0,29347.0,
101089,2022,133133.0,,709.0
101108,2015,78936.0,25168.0,
101127,2007,63148.0,20296.0,
101131,2016,107900.0,22496.0,
101137,2013,106259.0,17059.0,
101164,2005,66617.0,26412.0,
101194,2018,284.0,22014.0,
101203,2010,119695.0,54.0,1290.0
101230,2009,149272.0,16738.0,
101247,2013,67469.0,11809.0,
101285,2014,133110.0,,711.0
101307,2000,73854.0,22313.0,
101345,2009,79934.0,29067.0,
101410,2024,7872.0,28310.0,
101411,2002,151527.0,29380.0,
101425,2024,79562.0,17620.0,
101427,2022,106560.0,28053.0,
101445,2004,35445.0,19714.0,
101479,2002,120446.0,23422.0,
101495,2021,70692.0,16956.0,
101505,2017,144846.0,23864.0,
101510,2017,8347.0,25453.0,
101534,2014,66932.0,29765.0,
101538,2016,73914.0,24376.0,
101541,2004,151764.0,27965.0,
101547,2005,79025.0,23339.0,
101562,2021,63083.0,22847.0,
101563,2023,78141.0,21920.0,
101581,2001,175.0,22263.0,
101604,2017,155544.0,21378.0,
101609,2009,70622.0,18974.0,
101650,2002,151317.0,20220.0,
101680,2022,7964.0,27493.0,
101686,2014,133438.0,25651.0,
101737,2024,107725.0,19143.0,
101752,2017,62773.0,22576.0,
101758,2010,120386.0,26091.0,
101760,2018,368.0,22187.0,
101812,2020,8044.0,20453.0,
101824,2008,77794.0,,748.0
101839,2003,144380.0,16220.0,
101840,2025,151363.0,18828.0,
101852,2025,79788.0,28853.0,
101975,2012,78530.0,3395.0,
101976,2002,106219.0,22294.0,
102040,2003,143465.0,23630.0,
102048,2020,70971.0,21869.0,
102049,2006,321.0,23487.0,
102075,2024,70497.0,26065.0,
102084,2005,66750.0,23256.0,
102093,2010,66506.0,25570.0,
102105,2019,106117.0,23789.0,
102126,2025,106309.0,26346.0,
102154,2016,144487.0,27052.0,
102171,2011,6772.0,19890.0,
102226,2010,79803.0,20118.0,
102231,2017,63181.0,19395.0,
102263,2019,35398.0,26167.0,
102264,2004,57034.0,16411.0,
102269,2024,6543.0,22141.0,
102312,2003,71676.0,15869.0,
102364,2013,6277.0,19121.0,
102379,2008,120137.0,21437.0,
102435,2000,73590.0,17847.0,
102451,2015,70998.0,23676.0,
102467,2003,108021.0,25994.0,
102468,2021,,379.0,862.0
102479,2013,63706.0,3717.0,
102504,2012,119843.0,17899.0,
102511,2022,63091.0,22987.0,
102517,2025,73660.0,21530.0,
102534,2007,108956.0,24486.0,
102539,2015,142994.0,16287.0,
102541,2017,156099.0,29756.0,
102568,2006,149407.0,25011.0,
102619,2016,466.0,26729.0,
102656,2013,70651.0,23265.0,
102675,2018,149502.0,20487.0,
102700,2008,151495.0,17267.0,
102702,2009,108720.0,20057.0,
102723,2002,6412.0,16482.0,
102736,2018,35229.0,,1285.0
102737,2013,151061.0,,547.0
102749,2005,149300.0,24070.0,
102785,2002,57230.0,26931.0,
102817,2018,119953.0,26469.0,
102829,2012,133406.0,29140.0,
102841,2017,120436.0,29525.0,
102897,2024,70355.0,,160.0
102936,2024,120330.0,27369.0,
102943,2013,108010.0,27973.0,
102947,2015,77877.0,24245.0,
102953,2004,80145.0,29490.0,
102957,2008,143512.0,25420.0,
102991,2022,156011.0,19450.0,
103013,2020,78074.0,28757.0,
103045,2012,143065.0,18191.0,
103091,2006,120205.0,25059.0,
103108,2004,144609.0,16605.0,
103119,2006,73884.0,19470.0,
103125,2017,106439.0,28801.0,
103167,2000,143033.0,17991.0,
103240,2017,133768.0,22791.0,
103272,2000,57475.0,26851.0,
103276,2006,66753.0,17092.0,
103282,2003,119836.0,27971.0,
103290,2020,144393.0,16839.0,
103314,2004,107661.0,25451.0,
103320,2018,66697.0,24259.0,
103327,2022,6704.0,24060.0,
103366,2002,140374.0,29391.0,
103375,2004,79961.0,29853.0,
103384,2008,73749.0,24342.0,
103390,2006,73796.0,26508.0,
103392,2014,133733.0,21654.0,
103403,2008,78221.0,24682.0,
103407,2013,119681.0,,1288.0
103413,2020,57088.0,18736.0,
103432,2009,144544.0,26417.0,
103462,2019,108778.0,17956.0,
103478,2006,596.0,20035.0,
103512,2025,133431.0,24869.0,
103524,2010,7803.0,23191.0,
103555,2014,62897.0,25493.0,
103572,2024,109067.0,27005.0,
103630,2005,343.0,22573.0,
103639,2014,139798.0,,454.0
103643,2016,8182.0,20155.0,
103651,2013,35866.0,27947.0,
103687,2018,140167.0,23768.0,
103696,2008,107853.0,22059.0,
103729,2014,143143.0,20451.0,
103757,2018,155610.0,28539.0,
103765,2021,8403.0,29970.0,
103802,2017,106720.0,5112.0,
103825,2014,79735.0,26225.0,
103827,2004,79977.0,26086.0,
103829,2023,107556.0,20700.0,
103847,2011,66.0,17861.0,
103857,2023,35508.0,16546.0,
103884,2008,151184.0,25012.0,
103917,2016,79056.0,28785.0,
103929,2016,120233.0,20892.0,
103966,2025,108760.0,26134.0,
103990,2006,143080.0,21826.0,
104012,2015,63443.0,28856.0,
104067,2021,7973.0,22992.0,
104074,2009,140269.0,23542.0,
104087,2023,151518.0,24696.0,
104127,2020,79668.0,21086.0,
104172,2020,143192.0,28102.0,
104173,2023,7629.0,,1071.0
104192,2007,155657.0,19158.0,
104232,2015,107693.0,18280.0,
104250,2009,6349.0,23775.0,
104254,2018,79723.0,25642.0,
104274,2010,79525.0,16365.0,
104293,2005,62738.0,21217.0,
104294,2017,70598.0,19853.0,
104313,2024,79946.0,26313.0,
104334,2010,63298.0,21820.0,
104355,2004,6300.0,18188.0,
104403,2002,133512.0,26190.0,
104422,2005,143329.0,19364.0,
104430,2020,151383.0,23297.0,
104480,2021,106537.0,22928.0,
104483,2020,79625.0,21622.0,
104484,2003,140016.0,26982.0,
104514,2002,70406.0,23661.0,
104558,2000,151537.0,26574.0,
104645,2023,73771.0,18644.0,
104649,2004,133739.0,28439.0,
