car_id,problem_category
298582,VEHICLE SPEED CONTROL
220853,VISIBILITY
130522,STRUCTURE
277840,STEERING
76632,ELECTRICAL SYSTEM
231672,TIRES
261028,FORWARD COLLISION AVOIDANCE
112092,POWER TRAIN
211303,ENGINE
171273,STRUCTURE
212198,AIR BAGS
279760,ENGINE
234537,SERVICE BRAKES
109467,ENGINE
146737,ENGINE
235384,SERVICE BRAKES
289004,POWER TRAIN
5512,ELECTRICAL SYSTEM
63593,POWER TRAIN
129203,SERVICE BRAKES
18018,VISIBILITY
219019,POWER TRAIN
114682,ELECTRICAL SYSTEM
203903,ENGINE
293466,SERVICE BRAKES
122537,VEHICLE SPEED CONTROL
28876,STRUCTURE
233697,ENGINE
209142,ENGINE
63312,ENGINE
48534,EQUIPMENT
136106,EQUIPMENT
80430,EQUIPMENT
99166,FUEL SYSTEM
130784,POWER TRAIN
216329,STRUCTURE
134513,TIRES
123411,ENGINE
171794,ENGINE
279299,POWER TRAIN
161000,ELECTRICAL SYSTEM
51834,AIR BAGS
210579,ELECTRICAL SYSTEM
244179,ELECTRICAL SYSTEM
278609,SERVICE BRAKES
256927,ENGINE
31027,EXTERIOR LIGHTING
220570,SUSPENSION
137955,ELECTRICAL SYSTEM
150647,AIR BAGS
32875,ENGINE
61051,SERVICE BRAKES
87227,VEHICLE SPEED CONTROL
155087,STRUCTURE
274851,ELECTRICAL SYSTEM
112286,ELECTRICAL SYSTEM
113245,VISIBILITY/WIPER
42710,SERVICE BRAKES
171641,SERVICE BRAKES
67181,SUSPENSION
169641,ENGINE
140480,ENGINE
228934,STRUCTURE
64249,VISIBILITY
123365,ENGINE
90885,POWER TRAIN
122343,POWER TRAIN
39940,ENGINE
265807,AIR BAGS
290167,VISIBILITY
84458,POWER TRAIN
26557,POWER TRAIN
912,FORWARD COLLISION AVOIDANCE
106943,STRUCTURE
192844,POWER TRAIN
257203,ELECTRICAL SYSTEM
197652,VEHICLE SPEED CONTROL
43019,FUEL SYSTEM
197711,EXTERIOR LIGHTING
297653,ENGINE
171205,POWER TRAIN
170299,POWER TRAIN
135782,ELECTRICAL SYSTEM
36807,SERVICE BRAKES
254753,STRUCTURE
63242,FORWARD COLLISION AVOIDANCE
218473,ENGINE
207091,ENGINE
149934,FUEL SYSTEM
130298,ELECTRICAL SYSTEM
24836,STRUCTURE
150199,FUEL/PROPULSION SYSTEM
110258,ENGINE
101275,ENGINE
157914,AIR BAGS
186825,ELECTRICAL SYSTEM
9321,EXTERIOR LIGHTING
74585,AIR BAGS
2732,ENGINE
139621,VISIBILITY
258331,VISIBILITY
155428,FUEL/PROPULSION SYSTEM
2978,POWER TRAIN
115765,POWER TRAIN
230449,POWER TRAIN
109604,ENGINE
148044,FUEL SYSTEM
256510,ENGINE
279729,VISIBILITY
172263,LATCHES/LOCKS/LINKAGES
250520,STEERING
203992,ELECTRICAL SYSTEM
187486,STEERING
116015,SUSPENSION
71278,AIR BAGS
227787,POWER TRAIN
231162,AIR BAGS
54510,ENGINE
187772,LATCHES/LOCKS/LINKAGES
117963,ENGINE
24779,ELECTRICAL SYSTEM
296083,FUEL/PROPULSION SYSTEM
111252,TIRES
131049,VISIBILITY
180548,VISIBILITY
224644,ENGINE
183435,VEHICLE SPEED CONTROL
55972,ELECTRICAL SYSTEM
171080,BACK OVER PREVENTION
113248,SERVICE BRAKES
30277,SERVICE BRAKES
159871,STRUCTURE
44982,STRUCTURE
202143,POWER TRAIN
75882,ENGINE
175709,VISIBILITY
234175,SERVICE BRAKES
14243,STEERING
48549,STEERING
296491,VEHICLE SPEED CONTROL
238848,POWER TRAIN
122271,AIR BAGS
85237,POWER TRAIN
199374,ENGINE
55975,ENGINE
4371,STRUCTURE
59826,SERVICE BRAKES
228092,AIR BAGS
298628,ENGINE
232060,ENGINE
182846,AIR BAGS
159892,SERVICE BRAKES
201171,ENGINE
163693,ELECTRICAL SYSTEM
82727,SERVICE BRAKES
95682,ENGINE AND ENGINE COOLING
282415,SERVICE BRAKES
1632,SERVICE BRAKES
165386,VEHICLE SPEED CONTROL
54762,ENGINE
141433,ELECTRICAL SYSTEM
204603,AIR BAGS
276596,POWER TRAIN
96733,VEHICLE SPEED CONTROL
112947,ENGINE AND ENGINE COOLING
62782,FUEL/PROPULSION SYSTEM
86523,SERVICE BRAKES
49522,VISIBILITY
74889,POWER TRAIN
35907,FUEL SYSTEM
258481,VISIBILITY/WIPER
230553,LATCHES/LOCKS/LINKAGES
37420,LATCHES/LOCKS/LINKAGES
101821,STEERING
247951,AIR BAGS
83307,POWER TRAIN
199115,VISIBILITY/WIPER
123305,SEAT BELTS
297961,VEHICLE SPEED CONTROL
157513,STRUCTURE
298044,BACK OVER PREVENTION
299077,AIR BAGS
219459,TIRES
7134,ENGINE
216701,SERVICE BRAKES
57573,ELECTRICAL SYSTEM
251754,ELECTRICAL SYSTEM
243690,ENGINE
186425,ELECTRICAL SYSTEM
294720,ELECTRICAL SYSTEM
114523,POWER TRAIN
36861,AIR BAGS
255622,FUEL SYSTEM
298287,POWER TRAIN
132519,FUEL SYSTEM
30550,ENGINE
230170,POWER TRAIN
3231,STEERING
164322,FUEL/PROPULSION SYSTEM
278848,ENGINE
17146,ELECTRICAL SYSTEM
121617,LATCHES/LOCKS/LINKAGES
152227,ENGINE
110809,
190170,SERVICE BRAKES
298357,STEERING
100920,SERVICE BRAKES
287601,ENGINE
71519,POWER TRAIN
33592,ENGINE
289785,POWER TRAIN
62807,SERVICE BRAKES
167831,FUEL SYSTEM
197710,ENGINE
106136,STEERING
59323,POWER TRAIN
95253,POWER TRAIN
229395,FUEL/PROPULSION SYSTEM
289125,ENGINE
238571,FORWARD COLLISION AVOIDANCE
293636,SERVICE BRAKES
219806,ENGINE
115253,ENGINE
81177,EXTERIOR LIGHTING
259505,EXTERIOR LIGHTING
18609,TIRES
153208,ENGINE
149480,POWER TRAIN
68584,STEERING
59884,ENGINE
142541,SERVICE BRAKES
23033,FORWARD COLLISION AVOIDANCE
225428,ENGINE
252032,EQUIPMENT
91002,ENGINE
89171,ENGINE
164422,ENGINE
43334,FUEL SYSTEM
215833,VISIBILITY
253368,POWER TRAIN
144503,TIRES
297692,STRUCTURE
211452,VEHICLE SPEED CONTROL
160647,EQUIPMENT
285481,ENGINE
63656,POWER TRAIN
160264,ENGINE
29933,POWER TRAIN
70514,POWER TRAIN
191928,ENGINE
149378,VEHICLE SPEED CONTROL
85189,ELECTRICAL SYSTEM
149092,POWER TRAIN
137383,ELECTRICAL SYSTEM
97452,STRUCTURE
39474,POWER TRAIN
176610,FUEL/PROPULSION SYSTEM
36851,STRUCTURE
42598,"SERVICE BRAKES, POWER TRAIN, ELECTRICAL SYSTEM, ENGINE"
261647,POWER TRAIN
158210,ELECTRICAL SYSTEM
228788,ENGINE
153758,POWER TRAIN
84387,ELECTRICAL SYSTEM
198137,FORWARD COLLISION AVOIDANCE
35374,ENGINE
53742,POWER TRAIN
226674,ELECTRICAL SYSTEM
209578,STEERING
273568,AIR BAGS
60646,FORWARD COLLISION AVOIDANCE
172526,EXTERIOR LIGHTING
78711,ENGINE
213605,TIRES
216865,AIR BAGS
244852,ENGINE AND ENGINE COOLING
291197,ELECTRICAL SYSTEM
156731,ENGINE
83612,LATCHES/LOCKS/LINKAGES
90193,UNKNOWN
147329,POWER TRAIN
265091,FUEL/PROPULSION SYSTEM
262903,POWER TRAIN
96559,ENGINE
174319,AIR BAGS
111186,ENGINE AND ENGINE COOLING
265836,VEHICLE SPEED CONTROL
105375,SERVICE BRAKES
38797,TIRES
131057,FUEL/PROPULSION SYSTEM
258176,ENGINE
27578,SERVICE BRAKES
296979,FUEL SYSTEM
708,STRUCTURE
137450,ELECTRICAL SYSTEM
98669,VEHICLE SPEED CONTROL
241522,SERVICE BRAKES
232824,SEAT BELTS
4112,POWER TRAIN
5804,SERVICE BRAKES
128607,ENGINE
264434,ENGINE AND ENGINE COOLING
78156,ELECTRICAL SYSTEM
211271,LATCHES/LOCKS/LINKAGES
79882,POWER TRAIN
217965,STEERING
40249,ENGINE
118811,ENGINE
232771,ELECTRICAL SYSTEM
34767,ELECTRICAL SYSTEM
27260,ENGINE
186640,ENGINE
42228,ELECTRICAL SYSTEM
109856,SERVICE BRAKES
191009,ELECTRICAL SYSTEM
299463,VISIBILITY
84350,SERVICE BRAKES
270823,ELECTRICAL SYSTEM
53605,STRUCTURE
32576,ENGINE
240211,ENGINE
258958,SERVICE BRAKES
143596,ELECTRICAL SYSTEM
285803,ELECTRICAL SYSTEM
142804,ENGINE
231122,POWER TRAIN
50835,ENGINE
78753,ENGINE
92664,AIR BAGS
238383,SUSPENSION
243366,FUEL/PROPULSION SYSTEM
220006,ELECTRICAL SYSTEM
26209,POWER TRAIN
266146,ENGINE
261205,FUEL SYSTEM
279862,ENGINE
280086,EXTERIOR LIGHTING
49393,STEERING
75174,VISIBILITY/WIPER
285975,SERVICE BRAKES
17982,STEERING
231072,ENGINE
37613,STEERING
176857,POWER TRAIN
81110,ELECTRICAL SYSTEM
65627,SERVICE BRAKES
115772,VISIBILITY/WIPER
288964,STEERING
195749,FUEL SYSTEM
10704,AIR BAGS
158670,ELECTRICAL SYSTEM
257227,ENGINE AND ENGINE COOLING
221216,SERVICE BRAKES
231214,POWER TRAIN
45763,ENGINE
77669,POWER TRAIN
170458,ENGINE AND ENGINE COOLING
77180,ENGINE
139422,ELECTRICAL SYSTEM
62089,SERVICE BRAKES
4813,STEERING
5138,TIRES
226288,ELECTRICAL SYSTEM
236451,ENGINE
21545,POWER TRAIN
15496,SERVICE BRAKES
201471,SEATS
3536,VISIBILITY/WIPER
239057,VEHICLE SPEED CONTROL
231126,ENGINE
55635,STRUCTURE
156268,ENGINE
144517,ELECTRICAL SYSTEM
161982,ENGINE
134567,VISIBILITY
118334,ELECTRICAL SYSTEM
118386,POWER TRAIN
291813,VISIBILITY
79984,VISIBILITY
30561,POWER TRAIN
228078,ELECTRICAL SYSTEM
46086,ENGINE
249715,ENGINE
83009,ENGINE AND ENGINE COOLING
206872,ENGINE
97261,POWER TRAIN
263847,POWER TRAIN
89259,STEERING
252098,POWER TRAIN
247471,ENGINE
292315,POWER TRAIN
296484,ENGINE
248765,STEERING
92455,SERVICE BRAKES
116739,STEERING
243632,POWER TRAIN
8571,ENGINE
156589,VISIBILITY
71452,ELECTRICAL SYSTEM
103328,ENGINE
49130,STEERING
193815,STEERING
110373,SUSPENSION
275004,SERVICE BRAKES
265197,AIR BAGS
217455,STEERING
59097,STRUCTURE
121008,ENGINE
297404,EXTERIOR LIGHTING
158131,ENGINE
215817,FUEL/PROPUISION SYSTEM
217912,POWER TRAIN
277323,ELECTRICAL SYSTEM
231602,STRUCTURE
141256,ENGINE
273809,SERVICE BRAKES
242630,POWER TRAIN
269197,FUEL SYSTEM
256002,POWER TRAIN
250899,SEATS
206665,STEERING
76710,ENGINE
49333,EXTERIOR LIGHTING
98967,ENGINE AND ENGINE COOLING
238135,ENGINE
71058,ENGINE AND ENGINE COOLING
203012,FUEL/PROPUISION SYSTEM
75891,POWER TRAIN
218324,POWER TRAIN
253370,POWER TRAIN
195272,ENGINE
114853,ENGINE
250364,BACK OVER PREVENTION
74885,LATCHES/LOCKS/LINKAGES
165110,ENGINE
63999,FUEL/PROPULSION SYSTEM
13935,SERVICE BRAKES
72366,POWER TRAIN
290392,SERVICE BRAKES
187077,ELECTRICAL SYSTEM
133029,STEERING
154020,STEERING
119287,SERVICE BRAKES
280373,SERVICE BRAKES
92629,
226545,VISIBILITY
128169,POWER TRAIN
154812,FORWARD COLLISION AVOIDANCE
283126,POWER TRAIN
205443,EQUIPMENT
29226,POWER TRAIN
188377,ENGINE
150228,VEHICLE SPEED CONTROL
292471,STRUCTURE
93991,ENGINE
73279,AIR BAGS
282627,VISIBILITY
285532,ENGINE
72280,WHEELS
198206,POWER TRAIN
112560,SERVICE BRAKES
277827,ELECTRICAL SYSTEM
29855,VEHICLE SPEED CONTROL
287374,SUSPENSION
42406,EXTERIOR LIGHTING
196746,WHEELS
173849,SERVICE BRAKES
52914,SERVICE BRAKES
278275,SERVICE BRAKES
112217,VISIBILITY
139316,STRUCTURE
225755,STEERING
114207,FUEL SYSTEM
27550,VISIBILITY
13025,STEERING
230514,SERVICE BRAKES
40784,STRUCTURE
58982,AIR BAGS
69483,FUEL SYSTEM
81225,LATCHES/LOCKS/LINKAGES
206104,ELECTRICAL SYSTEM
138762,FUEL SYSTEM
5707,VEHICLE SPEED CONTROL
291106,ENGINE
277530,POWER TRAIN
69280,SERVICE BRAKES
195356,ENGINE
229579,VISIBILITY
110187,STRUCTURE
99856,FUEL SYSTEM
15511,STEERING
78029,ELECTRICAL SYSTEM
168967,ENGINE
102418,VISIBILITY/WIPER
207595,LANE DEPARTURE
17754,TIRES
219658,ELECTRICAL SYSTEM
155600,SEATS
3789,POWER TRAIN
69551,SUSPENSION
165943,FUEL/PROPULSION SYSTEM
97783,FORWARD COLLISION AVOIDANCE
161430,STEERING
234146,SERVICE BRAKES
192359,ENGINE
50424,SERVICE BRAKES
162066,SERVICE BRAKES
188386,ELECTRICAL SYSTEM
19374,AIR BAGS
220832,POWER TRAIN
179939,FUEL SYSTEM
196016,ELECTRICAL SYSTEM
108142,STRUCTURE
252841,VISIBILITY
103445,SUSPENSION
143720,ENGINE
144560,POWER TRAIN
61900,STEERING
103770,STEERING
42775,BACK OVER PREVENTION
224657,SERVICE BRAKES
106879,ENGINE
244297,SERVICE BRAKES
19088,ENGINE
299358,STEERING
136262,FUEL/PROPULSION SYSTEM
166702,STEERING
82716,VISIBILITY/WIPER
208628,ENGINE
250703,SERVICE BRAKES
8486,ENGINE
173962,POWER TRAIN
170289,ENGINE
258076,FUEL/PROPULSION SYSTEM
4308,FUEL SYSTEM
162739,STRUCTURE
270177,SEATS
167397,ELECTRICAL SYSTEM
71916,FORWARD COLLISION AVOIDANCE
211456,AIR BAGS
162121,POWER TRAIN
120612,ENGINE
225401,VISIBILITY
175999,ENGINE AND ENGINE COOLING
199319,ELECTRICAL SYSTEM
179517,ENGINE
155851,AIR BAGS
171323,TIRES
98232,POWER TRAIN
31975,TIRES
160996,TIRES
168936,ELECTRICAL SYSTEM
158884,POWER TRAIN
106313,SERVICE BRAKES
53128,AIR BAGS
106487,POWER TRAIN
137901,SEAT BELTS
178706,LATCHES/LOCKS/LINKAGES
90417,SEAT BELTS
149685,VISIBILITY
119854,SERVICE BRAKES
62595,VEHICLE SPEED CONTROL
238620,VISIBILITY
285336,ENGINE
188488,POWER TRAIN
170666,VEHICLE SPEED CONTROL
284165,AIR BAGS
55293,SERVICE BRAKES
11541,STEERING
134360,SERVICE BRAKES
178157,STRUCTURE
134290,POWER TRAIN
218239,ENGINE
5983,ELECTRICAL SYSTEM
86521,FUEL/PROPULSION SYSTEM
5786,SUSPENSION
268294,VEHICLE SPEED CONTROL
163211,ELECTRICAL SYSTEM
838,ELECTRICAL SYSTEM
114494,POWER TRAIN
280106,POWER TRAIN
228591,STEERING
268127,ENGINE
196238,ENGINE
187542,FUEL/PROPULSION SYSTEM
196571,EQUIPMENT
284536,ENGINE
46836,STRUCTURE
95494,ELECTRICAL SYSTEM
203331,ENGINE AND ENGINE COOLING
146492,SERVICE BRAKES
78796,FORWARD COLLISION AVOIDANCE
4426,ENGINE
106311,ELECTRICAL SYSTEM
25487,FUEL SYSTEM
124219,ENGINE
34442,STEERING
20699,ELECTRICAL SYSTEM
104962,STRUCTURE
165195,ELECTRICAL SYSTEM
229555,ELECTRICAL SYSTEM
38600,ELECTRICAL SYSTEM
299697,ENGINE
81098,POWER TRAIN
130363,ENGINE
228217,ELECTRICAL SYSTEM
25724,ENGINE
63564,STEERING
65363,STEERING
28535,VISIBILITY
118250,ENGINE
281889,POWER TRAIN
37710,STRUCTURE
6320,ENGINE
29663,ELECTRICAL SYSTEM
155505,ENGINE
173543,ELECTRICAL SYSTEM
68410,ENGINE
190437,ENGINE
87899,ENGINE
114522,ENGINE
143214,POWER TRAIN
177442,EXTERIOR LIGHTING
161542,AIR BAGS
197269,POWER TRAIN
266192,ELECTRICAL SYSTEM
247650,ENGINE
153238,ENGINE AND ENGINE COOLING
123357,ENGINE
84670,AIR BAGS
290267,POWER TRAIN
171278,SERVICE BRAKES
203987,POWER TRAIN
206828,POWER TRAIN
23054,POWER TRAIN
165117,TIRES
103188,AIR BAGS
207658,ELECTRICAL SYSTEM
34923,VISIBILITY/WIPER
124514,ELECTRICAL SYSTEM
57407,ENGINE
23908,STRUCTURE
248636,ENGINE
152952,SERVICE BRAKES
26101,ELECTRICAL SYSTEM
265783,POWER TRAIN
15662,LATCHES/LOCKS/LINKAGES
216700,LATCHES/LOCKS/LINKAGES
198057,SERVICE BRAKES
37859,WHEELS
180084,VISIBILITY
280069,POWER TRAIN
268897,POWER TRAIN
248055,VISIBILITY/WIPER
233114,ELECTRICAL SYSTEM
11432,SERVICE BRAKES
53728,ENGINE
227501,FORWARD COLLISION AVOIDANCE
9675,POWER TRAIN
135421,WHEELS
164341,SERVICE BRAKES
164662,ENGINE
220404,ENGINE
246536,ENGINE
22381,POWER TRAIN
228866,STRUCTURE
51940,ENGINE
232688,ENGINE
57351,ENGINE
74835,STRUCTURE
32493,FUEL/PROPULSION SYSTEM
96311,ENGINE AND ENGINE COOLING
276887,ELECTRICAL SYSTEM
136433,FUEL SYSTEM
30360,FORWARD COLLISION AVOIDANCE
196977,SERVICE BRAKES
97753,SERVICE BRAKES
230071,STEERING
218410,ENGINE
34163,ENGINE
190364,POWER TRAIN
143498,ELECTRICAL SYSTEM
96012,ENGINE
78612,SERVICE BRAKES
231159,STRUCTURE
95578,ENGINE AND ENGINE COOLING
165867,ENGINE
291507,ELECTRICAL SYSTEM
274653,LATCHES/LOCKS/LINKAGES
193167,ENGINE
74605,EXTERIOR LIGHTING
267579,POWER TRAIN
171499,SUSPENSION
272983,ENGINE AND ENGINE COOLING
13035,ENGINE
7065,POWER TRAIN
22271,ENGINE
131159,AIR BAGS
238196,ENGINE
170728,POWER TRAIN
199809,POWER TRAIN
225396,ENGINE
211502,ENGINE
295469,STRUCTURE
8392,ENGINE
231658,ENGINE
2044,POWER TRAIN
279142,SERVICE BRAKES
200400,AIR BAGS
146698,EXTERIOR LIGHTING
176063,ELECTRICAL SYSTEM
204496,AIR BAGS
141672,VEHICLE SPEED CONTROL
145908,ENGINE
71054,SERVICE BRAKES
192363,ELECTRICAL SYSTEM
187946,ENGINE
218923,SERVICE BRAKES
294173,FUEL/PROPUISION SYSTEM
167587,ENGINE
3550,VISIBILITY/WIPER
129978,ENGINE
269099,SERVICE BRAKES
115863,AIR BAGS
265448,TIRES
245589,ENGINE
46226,STEERING
15097,ENGINE AND ENGINE COOLING
249217,FUEL SYSTEM
254756,POWER TRAIN
65353,ENGINE
280381,ENGINE
125755,ENGINE
260301,FUEL/PROPULSION SYSTEM
271845,SERVICE BRAKES
275760,ENGINE
94018,FUEL SYSTEM
63114,SERVICE BRAKES
120577,POWER TRAIN
11384,EQUIPMENT
244251,FUEL SYSTEM
282061,ENGINE
149961,FORWARD COLLISION AVOIDANCE
174939,POWER TRAIN
104907,FUEL/PROPULSION SYSTEM
157058,POWER TRAIN
121962,STEERING
155703,STEERING
107434,POWER TRAIN
76296,ENGINE
136672,ENGINE
202454,ENGINE
24282,ENGINE
214428,ENGINE
251179,AIR BAGS
50282,STEERING
136383,ENGINE
156429,FUEL SYSTEM
263003,SERVICE BRAKES
138664,VEHICLE SPEED CONTROL
1292,STRUCTURE
41778,ENGINE
60132,SERVICE BRAKES
121282,LATCHES/LOCKS/LINKAGES
275007,SERVICE BRAKES
288027,POWER TRAIN
273111,ELECTRICAL SYSTEM
169939,AIR BAGS
188186,FUEL/PROPULSION SYSTEM
178805,FUEL/PROPULSION SYSTEM
36855,STEERING
16893,FORWARD COLLISION AVOIDANCE
258492,VISIBILITY
64120,VISIBILITY/WIPER
68721,ENGINE
176744,ENGINE
231113,ENGINE AND ENGINE COOLING
121510,SUSPENSION
223365,ENGINE
255749,ELECTRICAL SYSTEM
150140,ENGINE
22718,SUSPENSION
219559,SEAT BELTS
77797,SERVICE BRAKES
223331,FUEL SYSTEM
206284,SERVICE BRAKES
274684,ENGINE
130729,ENGINE AND ENGINE COOLING
90278,SUSPENSION
258179,FUEL SYSTEM
57625,BACK OVER PREVENTION
51790,ENGINE
188254,FUEL SYSTEM
78626,STEERING
4134,POWER TRAIN
252403,ELECTRICAL SYSTEM
166461,STEERING
70,SERVICE BRAKES
270447,POWER TRAIN
97611,ENGINE
219079,POWER TRAIN
96664,ENGINE AND ENGINE COOLING
236192,FUEL SYSTEM
171514,STEERING
8485,ENGINE
171792,POWER TRAIN
261307,ENGINE
129473,POWER TRAIN
98190,VISIBILITY/WIPER
39918,POWER TRAIN
145273,SERVICE BRAKES
216837,EXTERIOR LIGHTING
219226,SERVICE BRAKES
62743,POWER TRAIN
174493,ELECTRICAL SYSTEM
295313,ENGINE
40567,SERVICE BRAKES
231798,LATCHES/LOCKS/LINKAGES
149742,SERVICE BRAKES
271322,STEERING
198202,ELECTRICAL SYSTEM
299487,LATCHES/LOCKS/LINKAGES
207605,SEAT BELTS
173181,AIR BAGS
94373,STEERING
173220,AIR BAGS
54209,VEHICLE SPEED CONTROL
68836,POWER TRAIN
254916,ENGINE
295843,FUEL/PROPULSION SYSTEM
291644,ENGINE
120332,
27971,SERVICE BRAKES
262542,STRUCTURE
264313,POWER TRAIN
86186,ENGINE
247402,ELECTRICAL SYSTEM
165040,ENGINE
221285,SERVICE BRAKES
232416,VISIBILITY/WIPER
150049,ENGINE AND ENGINE COOLING
104220,POWER TRAIN
3570,POWER TRAIN
211849,FUEL SYSTEM
266256,ELECTRICAL SYSTEM
199749,ENGINE AND ENGINE COOLING
121550,FORWARD COLLISION AVOIDANCE
209460,SEATS
28476,ENGINE
132607,POWER TRAIN
197125,POWER TRAIN
148515,ENGINE
229935,STRUCTURE
112746,ENGINE
54225,ENGINE
224377,LANE DEPARTURE
262061,VISIBILITY/WIPER
269942,STRUCTURE
220913,ENGINE
36649,POWER TRAIN
112583,TIRES
73211,ELECTRICAL SYSTEM
92392,VEHICLE SPEED CONTROL
251743,SEATS
111991,AIR BAGS
82496,ENGINE
243157,EQUIPMENT
282019,TIRES
13088,STEERING
125431,AIR BAGS
16957,AIR BAGS
39902,STRUCTURE
157411,WHEELS
51804,ELECTRICAL SYSTEM
46944,ELECTRICAL SYSTEM
74374,ELECTRICAL SYSTEM
76422,AIR BAGS
213465,POWER TRAIN
143175,VISIBILITY/WIPER
166841,ELECTRICAL SYSTEM
252441,STRUCTURE
132188,STEERING
80270,EQUIPMENT
27489,ENGINE
32958,EXTERIOR LIGHTING
125814,POWER TRAIN
153103,FORWARD COLLISION AVOIDANCE
225299,VISIBILITY/WIPER
226350,ENGINE
177400,ENGINE
19817,FORWARD COLLISION AVOIDANCE
11058,POWER TRAIN
297618,STRUCTURE
54549,ENGINE
244618,ELECTRICAL SYSTEM
291482,VISIBILITY/WIPER
106819,ELECTRICAL SYSTEM
63724,POWER TRAIN
130624,POWER TRAIN
163007,ENGINE
283491,SUSPENSION
22380,POWER TRAIN
183323,VISIBILITY
209485,ENGINE
241245,TIRES
261857,ENGINE
293514,ENGINE
71363,ENGINE AND ENGINE COOLING
256312,ENGINE
125238,ENGINE
68381,ENGINE
111363,SERVICE BRAKES
84428,POWER TRAIN
87175,ELECTRICAL SYSTEM
239221,AIR BAGS
268579,LATCHES/LOCKS/LINKAGES
249219,STEERING
210370,ELECTRICAL SYSTEM
104246,POWER TRAIN
236595,FUEL/PROPULSION SYSTEM
55268,ELECTRICAL SYSTEM
14538,POWER TRAIN
266912,ELECTRICAL SYSTEM
50655,SERVICE BRAKES
270990,SERVICE BRAKES
122837,ENGINE
15546,SEATS
10546,POWER TRAIN
20090,SERVICE BRAKES
86632,VISIBILITY
93129,ENGINE
155873,POWER TRAIN
254611,LATCHES/LOCKS/LINKAGES
127693,SEAT BELTS
33189,POWER TRAIN
24633,SEATS
200506,ENGINE
24187,SERVICE BRAKES
134239,POWER TRAIN
140298,ENGINE
123153,ENGINE
77889,BACK OVER PREVENTION
90197,POWER TRAIN
102411,ENGINE
193266,ENGINE
191696,POWER TRAIN
42372,FORWARD COLLISION AVOIDANCE
62441,ENGINE
5221,ELECTRICAL SYSTEM
97815,ENGINE AND ENGINE COOLING
128701,WHEELS
35010,SERVICE BRAKES
53477,VEHICLE SPEED CONTROL
174840,ENGINE
25705,WHEELS
267303,SERVICE BRAKES
76742,ELECTRICAL SYSTEM
6656,FORWARD COLLISION AVOIDANCE
173269,STEERING
42288,POWER TRAIN
16776,ENGINE
22472,VISIBILITY/WIPER
103835,ELECTRICAL SYSTEM
110499,STEERING
169010,ENGINE
157644,SERVICE BRAKES
215739,ENGINE
118191,STEERING
84083,LATCHES/LOCKS/LINKAGES
152446,WHEELS
228909,TIRES
145247,ENGINE
284956,ENGINE
52908,ENGINE
206425,ENGINE
102095,STRUCTURE
125211,STRUCTURE
42875,STEERING
60154,POWER TRAIN
119614,POWER TRAIN
215262,SERVICE BRAKES
28271,FORWARD COLLISION AVOIDANCE
131369,SERVICE BRAKES
213225,ELECTRICAL SYSTEM
146777,ENGINE
38740,VEHICLE SPEED CONTROL
122565,SERVICE BRAKES
169057,SERVICE BRAKES
250408,ELECTRICAL SYSTEM
269958,VISIBILITY
102572,SERVICE BRAKES
61737,SERVICE BRAKES
120085,SEAT BELTS
90733,POWER TRAIN
288938,ELECTRICAL SYSTEM
69174,WHEELS
177763,POWER TRAIN
154992,ENGINE
188159,SERVICE BRAKES
101484,ENGINE
111140,ENGINE AND ENGINE COOLING
97707,POWER TRAIN
97563,ENGINE
63886,VISIBILITY
167051,LATCHES/LOCKS/LINKAGES
290917,ENGINE
149722,ELECTRICAL SYSTEM
16602,ENGINE
206978,SEAT BELTS
232339,POWER TRAIN
255005,VEHICLE SPEED CONTROL
214982,SERVICE BRAKES
283177,LATCHES/LOCKS/LINKAGES
240676,POWER TRAIN
286775,VISIBILITY
283994,AIR BAGS
133601,VEHICLE SPEED CONTROL
188567,ELECTRICAL SYSTEM
71727,SERVICE BRAKES
100495,TIRES
264083,ENGINE
65512,AIR BAGS
105165,ELECTRICAL SYSTEM
263845,STEERING
117836,VEHICLE SPEED CONTROL
70503,ENGINE
158226,ELECTRICAL SYSTEM
148072,POWER TRAIN
299304,AIR BAGS
143341,ENGINE
93495,AIR BAGS
173312,ELECTRICAL SYSTEM
1639,STRUCTURE
93593,ENGINE
43467,ENGINE
115069,ELECTRICAL SYSTEM
283,STEERING
77821,ENGINE
284617,SEATS
61593,ENGINE
59364,FORWARD COLLISION AVOIDANCE
78473,FUEL/PROPULSION SYSTEM
6053,SERVICE BRAKES
128772,VEHICLE SPEED CONTROL
116089,FUEL/PROPULSION SYSTEM
249329,SEAT BELTS
85757,SEATS
117661,SERVICE BRAKES
272254,ENGINE
231731,VEHICLE SPEED CONTROL
186911,STEERING
52414,ENGINE
96857,LANE DEPARTURE
262079,FORWARD COLLISION AVOIDANCE
116984,STEERING
74841,ENGINE
2349,ENGINE
292661,VISIBILITY
254736,STEERING
52880,ENGINE
3305,VEHICLE SPEED CONTROL
79020,ENGINE
135059,ENGINE
158638,POWER TRAIN
16713,VISIBILITY/WIPER
82682,STRUCTURE
136209,EQUIPMENT
21347,SERVICE BRAKES
253760,LATCHES/LOCKS/LINKAGES
287278,FUEL/PROPULSION SYSTEM
126015,STRUCTURE
182638,ENGINE
162686,ENGINE
175972,FORWARD COLLISION AVOIDANCE
116079,EQUIPMENT
235542,STEERING
169535,ENGINE AND ENGINE COOLING
295794,SERVICE BRAKES
248449,AIR BAGS
111307,POWER TRAIN
