ID,uri
5,gs://bq-mm-benchmark-mmqa-images/0a289900686c878ab3c01dbb05f3dbca.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a5476cae1df80dbf9edce2935f934b2.jpg
6,gs://bq-mm-benchmark-mmqa-images/0e2952ac37cfbcab72865fb04c4301f3.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cc7714b04c7c33e6ba1ca4bd1676d57.jpg
5,gs://bq-mm-benchmark-mmqa-images/0ba7288a0afb2913dc61841b160157a6.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a78c5f6c9e1601b21c0e6cc7d4a13ed.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d4585e17a8eee54a86e755fda476f0f.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d31d9a16dd1ac273787f71433656b07.jpg
5,gs://bq-mm-benchmark-mmqa-images/0aa0aca634022d522ccdbc2f556d7ce0.jpg
5,gs://bq-mm-benchmark-mmqa-images/0cb7529e3db48a6c8dc92c0eb6dfd8d0.jpg
1,gs://bq-mm-benchmark-mmqa-images/0cf5636ed39f1af90dc53df7ea6ffe5b.jpg
11,gs://bq-mm-benchmark-mmqa-images/0bf05d7a378af512d70d1e819ff7d1db.jpg
1,gs://bq-mm-benchmark-mmqa-images/00d6278041ebd15acda0882da2012ff9.jpg
11,gs://bq-mm-benchmark-mmqa-images/0bd7c1d51ec7d3ea3553827709810752.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c82b4de98a6bb0995b1d6506cb24ed5.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c57ae4ddf9a14beacd0975239f44aad.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a259908f0d108cd11a98a884a10b33c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a9a20c1ee2a00eb504b22ef77b6dd31.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e5ef5756c89f15f43bb002c748fad6f.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a059b906f295c40940cbc813c7da3bc.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ba22c5e934592d718f1ff9087bf6161.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d2e09edf3ab74cad451615214b94d6d.jpg
11,gs://bq-mm-benchmark-mmqa-images/0ba8b7b06d1fa37dac75532ccc245558.jpg
4,gs://bq-mm-benchmark-mmqa-images/0cacb298cdbd1cc17c82728dac6da46c.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cb5e772ffd753bd3df08aa157692540.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e4920c18faa47c6ba880da4561d9338.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cc818bb12c8d17495d9d97c3bbbb0c3.jpg
11,gs://bq-mm-benchmark-mmqa-images/0ae33ebeef3b42eb5d00d948a54e08d7.jpg
11,gs://bq-mm-benchmark-mmqa-images/0d5d29cba85e20ce8b94ab8dbf754d53.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cf323119b1b7512f7dabcbd5dc28875.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c7000dc04ab0053cffedab9faec2851.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d1cf05cbda0a1fb094f472e85185268.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a408d1fa77bd80284d7056dc79a8721.jpg
6,gs://bq-mm-benchmark-mmqa-images/0e16ef2fccef0760ef3f920221cb2e67.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d5cb7c2bfea543ba3b971261cd9a207.jpg
4,gs://bq-mm-benchmark-mmqa-images/0e6eeab9c3ad872ecc9d8079120e7597.jpg
6,gs://bq-mm-benchmark-mmqa-images/0b431ec7e90f941507ef7badcefa6f77.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ada4227e74007a4aca07074bf256a6d.jpg
1,gs://bq-mm-benchmark-mmqa-images/0c565efa82f7ca12dc98cd908e11ed5e.jpg
5,gs://bq-mm-benchmark-mmqa-images/0ada4227e74007a4aca07074bf256a6d.jpg
5,gs://bq-mm-benchmark-mmqa-images/0bde841982a552b2955a0c287f25522b.jpg
6,gs://bq-mm-benchmark-mmqa-images/0bccae18d1bc23b9e560891520b2c3dd.jpg
5,gs://bq-mm-benchmark-mmqa-images/00e8f3a4b1d262b7571b7773a7d048bd.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c89ca3bb811f418c54ced12ba79dbea.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ddb5f4e1a90fc03dfb0f6aa6209f872.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c1b0c8af593a2c8144d46d83369ddd0.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c82b4de98a6bb0995b1d6506cb24ed5.jpg
5,gs://bq-mm-benchmark-mmqa-images/0aac2f7b9171a772b41f5a5ce44a9f0b.jpg
5,gs://bq-mm-benchmark-mmqa-images/0dd1e204dee106509d29927739e8379c.jpg
6,gs://bq-mm-benchmark-mmqa-images/0abd8acc88d0ce0e5aad6a3be960e847.jpg
6,gs://bq-mm-benchmark-mmqa-images/0e5ef5756c89f15f43bb002c748fad6f.jpg
1,gs://bq-mm-benchmark-mmqa-images/0bc2d39861a25d74b8b734246304726d.jpg
11,gs://bq-mm-benchmark-mmqa-images/0a3bf2c032e79a50990a5b681becbf4e.jpg
5,gs://bq-mm-benchmark-mmqa-images/0ba3594652e6b91ab9ed7ca0ce5c897e.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a80ba8f5fab80388fcada37bd24fdcf.jpg
11,gs://bq-mm-benchmark-mmqa-images/0ae3290accde3db2b7ed149be99f843c.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c0fbc00f99235ec607b16e17f10979f.jpg
1,gs://bq-mm-benchmark-mmqa-images/0c89902ca9bcb707f7987f67d878e6e9.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d1cf05cbda0a1fb094f472e85185268.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c7d52ade71694ced9bb64864d32c7be.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a86139ce572199fc2407a51d137639c.jpg
4,gs://bq-mm-benchmark-mmqa-images/0d15a48e5df64cc43b813254e17fe5df.jpg
6,gs://bq-mm-benchmark-mmqa-images/0dc07010ede407cb2bb04f720d419590.jpg
11,gs://bq-mm-benchmark-mmqa-images/0dba13fee0cdd3205babbae08b31f33a.jpg
5,gs://bq-mm-benchmark-mmqa-images/0d15be50eb306d789fc36bf383773f29.jpg
4,gs://bq-mm-benchmark-mmqa-images/0d6725cc8336d32f809bf2e015e28944.jpg
5,gs://bq-mm-benchmark-mmqa-images/0bf7f9b86b3382de79f647bd154dabcd.jpg
1,gs://bq-mm-benchmark-mmqa-images/0bf989d357c6994ddaa58b3bf3b9027b.jpg
5,gs://bq-mm-benchmark-mmqa-images/0b60dceccc1689e61a6a828c50c2d323.jpg
11,gs://bq-mm-benchmark-mmqa-images/0e7bfbb0c39b1cfd5d9e415f413c1667.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cc7c21ed8795f3412159181f0e91bbc.jpg
1,gs://bq-mm-benchmark-mmqa-images/0e7bfbb0c39b1cfd5d9e415f413c1667.jpg
6,gs://bq-mm-benchmark-mmqa-images/0b94119008d5529a7afe0bf6d6a4c5fa.jpg
11,gs://bq-mm-benchmark-mmqa-images/0c9b4d169ebf6db45752c66ad16f568c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c141eb84b21daae6c6062bda51fd80d.jpg
5,gs://bq-mm-benchmark-mmqa-images/0df27fb5314dd4abea0495ab1fd80afa.jpg
1,gs://bq-mm-benchmark-mmqa-images/0a78c5f6c9e1601b21c0e6cc7d4a13ed.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a78c5f6c9e1601b21c0e6cc7d4a13ed.jpg
5,gs://bq-mm-benchmark-mmqa-images/0bccae18d1bc23b9e560891520b2c3dd.jpg
6,gs://bq-mm-benchmark-mmqa-images/0b83f7a9ceea681da03f8fd68ad8ec11.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a8323480f0ef71d2096efacd8ca1742.jpg
1,gs://bq-mm-benchmark-mmqa-images/0c05af0967ed64f36eb5d49be055f21f.jpg
1,gs://bq-mm-benchmark-mmqa-images/0e9f367d2b47ecf9a9505bf9a7856bef.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c078d3517c917ac586f1d79f0f7575c.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d0dd3ccfb9709cd069584f463d89a59.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c8002e7c5a5d58d1d8154a8e91ca19c.jpg
5,gs://bq-mm-benchmark-mmqa-images/0b0de031bd2ac2cae9a07c4a96de3d7e.jpg
11,gs://bq-mm-benchmark-mmqa-images/0bc2d39861a25d74b8b734246304726d.jpg
11,gs://bq-mm-benchmark-mmqa-images/0dc4e5b3dc8cf6bb7af2b7220daef9dd.jpg
6,gs://bq-mm-benchmark-mmqa-images/0aefcc32e7b242826c6ce057ddfe99b1.jpg
1,gs://bq-mm-benchmark-mmqa-images/0ae3290accde3db2b7ed149be99f843c.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c8a2cdb2c772fe8c11973c1823a48fe.jpg
6,gs://bq-mm-benchmark-mmqa-images/0cffe4ead12e55633eb71f4e0781e902.jpg
6,gs://bq-mm-benchmark-mmqa-images/00b03d91360bbe23db5c83ad2f0e4c93.jpg
5,gs://bq-mm-benchmark-mmqa-images/0c89900e72bcb8c956a97c6d7dc3b5f2.jpg
11,gs://bq-mm-benchmark-mmqa-images/0b5a5f9dc161b57984f70c400fa7acbd.jpg
5,gs://bq-mm-benchmark-mmqa-images/0a2c3d9697a848dec1f0fc055990d657.jpg
6,gs://bq-mm-benchmark-mmqa-images/0baf556014f34afb5f24c8a1b72b5724.jpg
5,gs://bq-mm-benchmark-mmqa-images/0baf556014f34afb5f24c8a1b72b5724.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c7d52ade71694ced9bb64864d32c7be.jpg
1,gs://bq-mm-benchmark-mmqa-images/0d5d29cba85e20ce8b94ab8dbf754d53.jpg
6,gs://bq-mm-benchmark-mmqa-images/0ad33f85dff5c600cf646889f951c554.jpg
1,gs://bq-mm-benchmark-mmqa-images/0dba13fee0cdd3205babbae08b31f33a.jpg
6,gs://bq-mm-benchmark-mmqa-images/0bf7f9b86b3382de79f647bd154dabcd.jpg
11,gs://bq-mm-benchmark-mmqa-images/0b256915936f8a7be8fbd9292104763b.jpg
1,gs://bq-mm-benchmark-mmqa-images/0e16ef2fccef0760ef3f920221cb2e67.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a185b6389ce9219c35af51be1b2af0b.jpg
1,gs://bq-mm-benchmark-mmqa-images/0e55b397c7770893544eb92ddc680b23.jpg
4,gs://bq-mm-benchmark-mmqa-images/0a3ca8a55e9dfc93e474b316cc54d58d.jpg
6,gs://bq-mm-benchmark-mmqa-images/0c8d1696ab480dce40ce4bbe2c30c28e.jpg
6,gs://bq-mm-benchmark-mmqa-images/0d3d7fa68923cd1fc989b3ff599d343e.jpg
6,gs://bq-mm-benchmark-mmqa-images/0e372ef850391ab72ed5ae8bdedc90bb.jpg
5,gs://bq-mm-benchmark-mmqa-images/0b1eaf0cadce1b185f1c1e179b406eef.jpg
5,gs://bq-mm-benchmark-mmqa-images/0baca2a1327078b6bce3855e9b6552ea.jpg
5,gs://bq-mm-benchmark-mmqa-images/0e372ef850391ab72ed5ae8bdedc90bb.jpg
6,gs://bq-mm-benchmark-mmqa-images/0a289900686c878ab3c01dbb05f3dbca.jpg
